"T","W","SR","DSP","DRH","PanE","Date"
0.369124423963134,0.210789049919485,0.330324909747292,0.592307692307692,0.749411764705882,0.172727272727273,11090
0.33963133640553,0.22512077294686,0.390854392298436,0.592307692307692,0.354117647058824,0.318181818181818,11187
0.347004608294931,0.234219001610306,0.290854392298436,0.530769230769229,0.758823529411765,0.185950413223141,11188
0.33963133640553,0.333252818035427,0.377376654632972,0.653846153846154,0.467058823529412,0.351239669421488,11189
0.387557603686636,0.247826086956522,0.335379061371841,0.561538461538463,0.645882352941176,0.212396694214876,11190
0.361751152073733,0.23719806763285,0.389891696750903,0.561538461538463,0.344705882352941,0.357851239669422,11287
0.317511520737327,0.269484702093398,0.382551143200963,0.592307692307692,0.608235294117647,0.271900826446281,11288
0.295391705069124,0.421658615136876,0.400240673886883,0.807692307692308,0.194117647058824,0.503305785123967,11289
0.394930875576037,0.280434782608696,0.335018050541516,0.561538461538463,0.683529411764706,0.232231404958678,11290
0.317511520737327,0.230917874396135,0.289891696750903,0.530769230769229,0.645882352941176,0.192561983471074,11387
0.321198156682028,0.248228663446055,0.360890493381468,0.715384615384617,0.429411764705882,0.298347107438017,11388
0.199539170506912,0.232447665056361,0.389049338146811,0.838461538461537,0.363529411764706,0.278512396694215,11389
0.409677419354839,0.419887278582931,0.183393501805054,0.592307692307692,0.805882352941176,0.166115702479339,11390
0.335944700460829,0.267230273752013,0.209747292418773,0.438461538461537,0.711764705882353,0.166115702479339,11487
0.376497695852535,0.171900161030596,0.406016847172082,0.684615384615383,0.316470588235294,0.331404958677686,11488
0.18110599078341,0.214090177133655,0.396028880866426,0.746153846153846,0.58,0.21900826446281,11489
0.369124423963134,0.312399355877617,0.276293622141998,0.561538461538463,0.749411764705882,0.185950413223141,11490
0.280645161290323,0.462721417069243,0.276534296028881,0.253846153846154,0.532941176470588,0.331404958677686,11587
0.347004608294931,0.226892109500805,0.206016847172082,0.530769230769229,0.58,0.212396694214876,11588
0.221658986175115,0.252254428341385,0.393020457280385,0.776923076923079,0.561176470588235,0.245454545454545,11589
0.302764976958525,0.268035426731079,0.156919374247894,0.561538461538463,0.74,0.159504132231405,11590
0.114746543778802,0.368518518518519,0.404091456077016,0.407692307692308,0.307058823529412,0.384297520661157,11687
0.317511520737327,0.270209339774557,0.268471720818291,0.530769230769229,0.674117647058823,0.205785123966942,11688
0.280645161290323,0.22914653784219,0.390974729241877,0.684615384615383,0.278823529411765,0.331404958677686,11689
0.306451612903226,0.315700483091787,0.207099879663057,0.530769230769229,0.702352941176471,0.199173553719008,11690
0.147926267281106,0.269806763285024,0.396750902527076,0.653846153846154,0.316470588235294,0.318181818181818,11787
0.306451612903226,0.9,0.127316486161251,0.1,0.758823529411765,0.291735537190083,11788
0.33963133640553,0.228421900161031,0.405054151624549,0.592307692307692,0.269411764705882,0.357851239669422,11789
0.232718894009217,0.357890499194847,0.251383874849579,0.407692307692308,0.58,0.252066115702479,11790
0.232718894009217,0.302818035426731,0.383995186522262,0.746153846153846,0.504705882352941,0.285123966942149,11887
0.310138248847926,0.647987117552335,0.358965102286402,0.376923076923075,0.532941176470588,0.42396694214876,11888
0.380184331797235,0.224315619967794,0.409867629362214,0.592307692307692,0.297647058823529,0.357851239669422,11889
0.210599078341014,0.266505636070853,0.333212996389892,0.5,0.561176470588235,0.238842975206612,11890
0.269585253456221,0.302818035426731,0.363898916967509,0.5,0.589411764705882,0.252066115702479,11987
0.254838709677419,0.287842190016103,0.419614921780987,0.592307692307692,0.485882352941177,0.318181818181818,11988
0.446543778801843,0.234219001610306,0.385800240673887,0.530769230769229,0.26,0.404132231404959,11989
0.254838709677419,0.214412238325282,0.364861612515042,0.561538461538463,0.58,0.225619834710744,11990
0.313824884792627,0.414009661835749,0.426353790613718,0.684615384615383,0.194117647058824,0.529752066115702,12087
0.221658986175115,0.220289855072464,0.422623345367028,0.869230769230771,0.354117647058824,0.291735537190083,12088
0.442857142857143,0.197181964573269,0.233212996389892,0.530769230769229,0.297647058823529,0.324793388429752,12089
0.302764976958525,0.20048309178744,0.372683513838748,0.592307692307692,0.438823529411765,0.265289256198347,12090
0.243778801843318,0.270209339774557,0.395667870036101,0.746153846153846,0.325882352941177,0.344628099173554,12187
0.247465437788018,0.214814814814815,0.386401925391095,0.684615384615383,0.485882352941177,0.258677685950413,12188
0.479723502304148,0.244524959742351,0.181468110709988,0.438461538461537,0.307058823529412,0.33801652892562,12189
0.313824884792627,0.20378421900161,0.270878459687124,0.561538461538463,0.410588235294118,0.265289256198347,12190
0.280645161290323,0.301368760064412,0.322864019253911,0.561538461538463,0.476470588235294,0.271900826446281,12287
0.383870967741936,0.463123993558776,0.410469314079422,0.807692307692308,0.203529411764706,0.602479338842975,12288
0.34331797235023,0.252254428341385,0.382310469314079,0.438461538461537,0.58,0.252066115702479,12289
0.335944700460829,0.219565217391304,0.375932611311673,0.5,0.344705882352941,0.324793388429752,12290
0.321198156682028,0.221819645732689,0.293983152827918,0.469230769230771,0.683529411764706,0.172727272727273,12387
0.299078341013825,0.220289855072464,0.432009626955475,0.684615384615383,0.316470588235294,0.331404958677686,12388
0.299078341013825,0.342834138486312,0.240794223826715,0.469230769230771,0.655294117647059,0.199173553719008,12389
0.380184331797235,0.23317230273752,0.427797833935018,0.530769230769229,0.335294117647059,0.371074380165289,12390
0.317511520737327,0.268357487922705,0.401083032490975,0.623076923076925,0.683529411764706,0.205785123966942,12487
0.372811059907834,0.241626409017713,0.433453670276775,0.653846153846154,0.438823529411765,0.324793388429752,12488
0.299078341013825,0.265458937198068,0.216486161251504,0.438461538461537,0.74,0.159504132231405,12489
0.442857142857143,0.159098228663446,0.415523465703971,0.530769230769229,0.26,0.377685950413223,12490
0.361751152073733,0.22512077294686,0.431768953068592,0.684615384615383,0.627058823529412,0.238842975206612,12587
0.413364055299539,0.196135265700483,0.395186522262335,0.653846153846154,0.363529411764706,0.33801652892562,12588
0.280645161290323,0.27536231884058,0.398315282791817,0.530769230769229,0.702352941176471,0.205785123966942,12589
0.479723502304148,0.224315619967794,0.435980746089049,0.592307692307692,0.165882352941176,0.483471074380165,12590
0.442857142857143,0.247101449275362,0.426233453670277,0.623076923076925,0.410588235294118,0.331404958677686,12687
0.431797235023042,0.249275362318841,0.344163658243081,0.592307692307692,0.307058823529412,0.364462809917355,12688
0.291705069124424,0.230917874396135,0.420336943441637,0.561538461538463,0.382352941176471,0.311570247933884,12689
0.358064516129032,0.19645732689211,0.372202166064982,0.469230769230771,0.344705882352941,0.30495867768595,12690
0.413364055299539,0.227294685990338,0.219494584837545,0.530769230769229,0.542352941176471,0.238842975206612,12787
0.41705069124424,0.214814814814815,0.283393501805054,0.561538461538463,0.344705882352941,0.298347107438017,12788
0.288018433179724,0.302818035426731,0.392900120336943,0.684615384615383,0.627058823529412,0.271900826446281,12789
0.365437788018433,0.20378421900161,0.381107099879663,0.5,0.401176470588235,0.291735537190083,12790
0.405990783410138,0.314251207729469,0.371961492178099,0.561538461538463,0.730588235294118,0.238842975206612,12887
0.442857142857143,0.20780998389694,0.385439229843562,0.561538461538463,0.325882352941177,0.33801652892562,12888
0.254838709677419,0.245652173913044,0.335258724428399,0.653846153846154,0.645882352941176,0.199173553719008,12889
0.383870967741936,0.248550724637681,0.43898916967509,0.623076923076925,0.231764705882353,0.437190082644628,12890
0.34331797235023,0.257326892109501,0.397111913357401,0.561538461538463,0.674117647058823,0.225619834710744,12987
0.354377880184332,0.260628019323672,0.37135980746089,0.592307692307692,0.692941176470588,0.238842975206612,12988
0.247465437788018,0.243800322061192,0.435980746089049,0.592307692307692,0.711764705882353,0.199173553719008,12989
0.328571428571429,0.219565217391304,0.434777376654633,0.469230769230771,0.391764705882353,0.318181818181818,12990
0.335944700460829,0.325925925925926,0.315884476534296,0.469230769230771,0.636470588235294,0.238842975206612,13087
0.332258064516129,0.247423510466989,0.344645006016847,0.561538461538463,0.655294117647059,0.21900826446281,13088
0.358064516129032,0.246698872785829,0.432250300842359,0.561538461538463,0.382352941176471,0.318181818181818,13089
0.324884792626728,0.320450885668277,0.277496991576414,0.315384615384617,0.636470588235294,0.21900826446281,13090
0.335944700460829,0.258132045088567,0.441636582430806,0.561538461538463,0.664705882352941,0.252066115702479,13187
0.321198156682028,0.265780998389694,0.292779783393502,0.5,0.636470588235294,0.225619834710744,13188
0.350691244239631,0.206038647342995,0.421540312876053,0.530769230769229,0.325882352941177,0.324793388429752,13189
0.321198156682028,0.335829307568438,0.392298435619735,0.284615384615383,0.589411764705882,0.285123966942149,13190
0.361751152073733,0.234219001610306,0.438507821901324,0.530769230769229,0.570588235294118,0.265289256198347,20187
0.335944700460829,0.356038647342995,0.354031287605295,0.469230769230771,0.636470588235294,0.265289256198347,20188
0.284331797235023,0.24524959742351,0.409025270758123,0.530769230769229,0.655294117647059,0.252066115702479,20189
0.34331797235023,0.553381642512077,0.369193742478941,0.469230769230771,0.589411764705882,0.390909090909091,20190
0.332258064516129,0.256280193236715,0.402406738868833,0.438461538461537,0.636470588235294,0.232231404958678,20287
0.269585253456221,0.351610305958132,0.118652226233454,0.376923076923075,0.881176470588235,0.106611570247934,20288
0.288018433179724,0.336553945249597,0.188808664259928,0.653846153846154,0.768235294117647,0.185950413223141,20289
0.295391705069124,0.269082125603865,0.46546329723225,0.684615384615383,0.382352941176471,0.371074380165289,20290
0.34331797235023,0.269082125603865,0.279903730445247,0.438461538461537,0.730588235294118,0.172727272727273,20387
0.324884792626728,0.236795491143317,0.310950661853189,0.623076923076925,0.702352941176471,0.192561983471074,20388
0.306451612903226,0.344283413848631,0.367509025270758,0.715384615384617,0.636470588235294,0.245454545454545,20389
0.288018433179724,0.234219001610306,0.380024067388688,0.746153846153846,0.335294117647059,0.318181818181818,20390
0.376497695852535,0.332206119162641,0.468471720818291,0.530769230769229,0.711764705882353,0.265289256198347,20487
0.335944700460829,0.199436392914654,0.424067388688327,0.623076923076925,0.504705882352941,0.258677685950413,20488
0.295391705069124,0.523671497584541,0.199398315282792,0.561538461538463,0.852941176470588,0.179338842975207,20489
0.240092165898618,0.313123993558776,0.218772563176895,0.530769230769229,0.589411764705882,0.245454545454545,20490
0.461290322580645,0.252254428341385,0.457641395908544,0.623076923076925,0.363529411764706,0.390909090909091,20587
0.350691244239631,0.227294685990338,0.449578820697954,0.684615384615383,0.307058823529412,0.364462809917355,20588
0.195852534562212,0.508615136876006,0.299879663056558,0.592307692307692,0.476470588235294,0.351239669421488,20589
0.251152073732719,0.258856682769726,0.48086642599278,0.653846153846154,0.495294117647059,0.298347107438017,20590
0.557142857142857,0.388647342995169,0.466425992779783,0.592307692307692,0.241176470588235,0.615702479338843,20687
0.42073732718894,0.260305958132045,0.492298435619735,0.623076923076925,0.316470588235294,0.450413223140496,20688
0.155299539170507,0.355314009661836,0.392178098676294,0.653846153846154,0.184705882352941,0.404132231404959,20689
0.269585253456221,0.179227053140097,0.473646209386282,0.561538461538463,0.495294117647059,0.278512396694215,20690
0.612442396313364,0.356763285024155,0.267388688327316,0.530769230769229,0.194117647058824,0.589256198347107,20787
0.376497695852535,0.189130434782609,0.488086642599278,0.653846153846154,0.288235294117647,0.377685950413223,20788
0.214285714285714,0.273107890499195,0.217809867629362,0.653846153846154,0.316470588235294,0.318181818181818,20789
0.288018433179724,0.241626409017713,0.30806257521059,0.530769230769229,0.589411764705882,0.245454545454545,20790
0.49815668202765,0.228743961352657,0.317930204572804,0.469230769230771,0.335294117647059,0.377685950413223,20887
0.372811059907834,0.20048309178744,0.491335740072202,0.623076923076925,0.401176470588235,0.33801652892562,20888
0.335944700460829,0.331803542673108,0.236582430806258,0.592307692307692,0.316470588235294,0.390909090909091,20889
0.313824884792627,0.298792270531401,0.32791817087846,0.561538461538463,0.504705882352941,0.298347107438017,20890
0.424423963133641,0.257004830917874,0.259807460890493,0.469230769230771,0.664705882352941,0.21900826446281,20987
0.424423963133641,0.250724637681159,0.468110709987966,0.592307692307692,0.448235294117647,0.344628099173554,20988
0.321198156682028,0.269082125603865,0.187364620938628,0.746153846153846,0.834117647058824,0.166115702479339,20989
0.284331797235023,0.242351046698873,0.489410348977136,0.746153846153846,0.504705882352941,0.311570247933884,20990
0.446543778801843,0.24194847020934,0.328640192539109,0.5,0.768235294117647,0.179338842975207,21087
0.516589861751152,0.302818035426731,0.497833935018051,0.5,0.354117647058824,0.450413223140496,21088
0.328571428571429,0.33768115942029,0.384596871239471,0.838461538461537,0.796470588235294,0.185950413223141,21089
0.324884792626728,0.259178743961353,0.482551143200963,0.684615384615383,0.457647058823529,0.344628099173554,21090
0.435483870967742,0.310950080515298,0.358483754512635,0.623076923076925,0.758823529411765,0.212396694214876,21187
0.590322580645161,0.240096618357488,0.522503008423586,0.530769230769229,0.222352941176471,0.536363636363636,21188
0.254838709677419,0.23792270531401,0.41395908543923,0.746153846153846,0.692941176470588,0.212396694214876,21189
0.376497695852535,0.244122383252818,0.457641395908544,0.530769230769229,0.523529411764706,0.298347107438017,21190
0.42073732718894,0.38389694041868,0.322503008423586,0.684615384615383,0.74,0.225619834710744,21287
0.523963133640553,0.230917874396135,0.509386281588448,0.530769230769229,0.212941176470588,0.496694214876033,21288
0.247465437788018,0.300644122383253,0.363176895306859,0.592307692307692,0.608235294117647,0.245454545454545,21289
0.376497695852535,0.296940418679549,0.38604091456077,0.469230769230771,0.674117647058823,0.245454545454545,21290
0.413364055299539,0.34975845410628,0.257400722021661,0.653846153846154,0.721176470588235,0.192561983471074,21387
0.431797235023042,0.192834138486312,0.51468110709988,0.5,0.401176470588235,0.357851239669422,21388
0.206912442396313,0.321900161030596,0.332009626955475,0.530769230769229,0.645882352941176,0.212396694214876,21389
0.328571428571429,0.469001610305958,0.255956678700361,0.438461538461537,0.598823529411765,0.324793388429752,21390
0.428110599078341,0.287842190016103,0.4647412755716,0.561538461538463,0.702352941176471,0.252066115702479,21487
0.439170506912442,0.251851851851852,0.504693140794224,0.530769230769229,0.410588235294118,0.351239669421488,21488
0.214285714285714,0.294766505636071,0.518892900120337,0.623076923076925,0.598823529411765,0.271900826446281,21489
0.188479262672811,0.632206119162641,0.402527075812274,0.407692307692308,0.316470588235294,0.549586776859504,21490
0.33963133640553,0.247423510466989,0.207460890493381,0.469230769230771,0.796470588235294,0.146280991735537,21587
0.402304147465438,0.234621578099839,0.500962695547533,0.469230769230771,0.457647058823529,0.318181818181818,21588
0.251152073732719,0.310144927536232,0.506859205776173,0.807692307692308,0.627058823529412,0.265289256198347,21589
0.147926267281106,0.290338164251208,0.519614921780987,0.653846153846154,0.278823529411765,0.371074380165289,21590
0.361751152073733,0.37914653784219,0.516365824308063,0.530769230769229,0.523529411764706,0.384297520661157,21687
0.306451612903226,0.248953301127214,0.505535499398315,0.407692307692308,0.74,0.225619834710744,21688
0.247465437788018,0.286312399355878,0.504091456077016,0.776923076923079,0.664705882352941,0.245454545454545,21689
0.192165898617511,0.311272141706924,0.514560770156438,0.684615384615383,0.401176470588235,0.357851239669422,21690
0.33963133640553,0.208937198067633,0.498916967509025,0.561538461538463,0.495294117647059,0.291735537190083,21787
0.391244239631336,0.444766505636071,0.544163658243081,0.592307692307692,0.194117647058824,0.556198347107438,21788
0.288018433179724,0.27866344605475,0.503128760529483,0.684615384615383,0.617647058823529,0.258677685950413,21789
0.284331797235023,0.570933977455717,0.231167268351384,0.592307692307692,0.617647058823529,0.318181818181818,21790
0.328571428571429,0.277938808373591,0.47870036101083,0.438461538461537,0.561176470588235,0.318181818181818,21887
0.324884792626728,0.3670692431562,0.449338146811071,0.438461538461537,0.598823529411765,0.344628099173554,21888
0.265898617511521,0.303220611916264,0.371480144404332,0.561538461538463,0.758823529411765,0.185950413223141,21889
0.269585253456221,0.429790660225443,0.212274368231047,0.592307692307692,0.636470588235294,0.258677685950413,21890
0.33963133640553,0.327053140096618,0.509506618531889,0.469230769230771,0.344705882352941,0.404132231404959,21987
0.387557603686636,0.32085346215781,0.52202166064982,0.592307692307692,0.250588235294118,0.463636363636364,21988
0.324884792626728,0.291867954911433,0.317569193742479,0.530769230769229,0.730588235294118,0.199173553719008,21989
0.199539170506912,0.285990338164251,0.52864019253911,0.715384615384617,0.495294117647059,0.311570247933884,21990
0.33963133640553,0.327455716586151,0.512996389891697,0.561538461538463,0.278823529411765,0.437190082644628,22087
0.398617511520737,0.269082125603865,0.523225030084236,0.684615384615383,0.278823529411765,0.45702479338843,22088
0.34331797235023,0.342431561996779,0.469073405535499,0.592307692307692,0.711764705882353,0.252066115702479,22089
0.247465437788018,0.270209339774557,0.495066185318893,0.746153846153846,0.495294117647059,0.30495867768595,22090
0.321198156682028,0.306843800322061,0.5676293622142,0.561538461538463,0.391764705882353,0.397520661157025,22187
0.405990783410138,0.265458937198068,0.48086642599278,0.592307692307692,0.372941176470588,0.377685950413223,22188
0.457603686635945,0.318599033816425,0.50734055354994,0.684615384615383,0.372941176470588,0.42396694214876,22189
0.306451612903226,0.212640901771337,0.433212996389892,0.653846153846154,0.589411764705882,0.258677685950413,22190
0.265898617511521,0.302495974235105,0.384356197352587,0.407692307692308,0.683529411764706,0.232231404958678,22287
0.34331797235023,0.248228663446055,0.449097472924188,0.469230769230771,0.711764705882353,0.232231404958678,22288
0.520276497695853,0.27133655394525,0.433453670276775,0.653846153846154,0.250588235294118,0.470247933884298,22289
0.409677419354839,0.216264090177134,0.433453670276775,0.623076923076925,0.391764705882353,0.331404958677686,22290
0.247465437788018,0.489533011272142,0.255836341756919,0.192307692307692,0.645882352941176,0.258677685950413,22387
0.34331797235023,0.317874396135266,0.46835138387485,0.530769230769229,0.692941176470588,0.265289256198347,22388
0.512903225806452,0.216264090177134,0.466666666666667,0.530769230769229,0.344705882352941,0.417355371900826,22389
0.490783410138249,0.203462157809984,0.503489771359807,0.653846153846154,0.316470588235294,0.410743801652893,22390
0.199539170506912,0.475603864734299,0.274729241877256,0.192307692307692,0.674117647058823,0.232231404958678,22487
0.358064516129032,0.337359098228663,0.48748495788207,0.592307692307692,0.721176470588235,0.252066115702479,22488
0.512903225806452,0.250402576489533,0.439229843561973,0.561538461538463,0.457647058823529,0.377685950413223,22489
0.464976958525346,0.171175523349436,0.441877256317689,0.623076923076925,0.354117647058824,0.331404958677686,22490
0.199539170506912,0.42133655394525,0.422382671480144,0.253846153846154,0.645882352941176,0.252066115702479,22587
0.424423963133641,0.307246376811594,0.450782190132371,0.5,0.598823529411765,0.311570247933884,22588
0.520276497695853,0.266908212560386,0.449217809867629,0.623076923076925,0.354117647058824,0.404132231404959,22589
0.446543778801843,0.189130434782609,0.365222623345367,0.592307692307692,0.476470588235294,0.291735537190083,22590
0.243778801843318,0.376167471819646,0.451985559566787,0.407692307692308,0.551764705882353,0.30495867768595,22687
0.446543778801843,0.308373590982287,0.346089049338147,0.469230769230771,0.664705882352941,0.265289256198347,22688
0.468663594470046,0.28341384863124,0.555836341756919,0.592307692307692,0.495294117647059,0.397520661157025,22689
0.347004608294931,0.213365539452496,0.483152827918171,0.592307692307692,0.702352941176471,0.225619834710744,22690
0.280645161290323,0.257326892109501,0.55956678700361,0.623076923076925,0.58,0.311570247933884,22787
0.494470046082949,0.460950080515298,0.357160048134777,0.561538461538463,0.645882352941176,0.311570247933884,22788
0.376497695852535,0.272383252818035,0.477376654632972,0.376923076923075,0.702352941176471,0.252066115702479,22789
0.350691244239631,0.266908212560386,0.564981949458484,0.623076923076925,0.674117647058823,0.291735537190083,22790
0.288018433179724,0.286714975845411,0.502767749699158,0.623076923076925,0.58,0.285123966942149,22887
0.442857142857143,0.328502415458937,0.389530685920578,0.623076923076925,0.805882352941176,0.205785123966942,22888
0.365437788018433,0.356763285024155,0.456919374247894,0.407692307692308,0.683529411764706,0.285123966942149,22889
0.335944700460829,0.335507246376812,0.472683513838749,0.653846153846154,0.702352941176471,0.291735537190083,22890
0.42073732718894,0.457246376811594,0.35367027677497,0.623076923076925,0.721176470588235,0.245454545454545,22988
0.299078341013825,0.277133655394525,0.536221419975933,0.530769230769229,0.692941176470588,0.265289256198347,30187
0.365437788018433,0.364090177133655,0.333694344163658,0.561538461538463,0.768235294117647,0.192561983471074,30188
0.335944700460829,0.295169082125604,0.462575210589651,0.5,0.627058823529412,0.278512396694215,30189
0.354377880184332,0.288164251207729,0.309626955475331,0.623076923076925,0.627058823529412,0.252066115702479,30190
0.335944700460829,0.276409017713366,0.507701564380265,0.592307692307692,0.598823529411765,0.285123966942149,30287
0.33963133640553,0.3256038647343,0.567268351383875,0.469230769230771,0.664705882352941,0.298347107438017,30288
0.321198156682028,0.548953301127214,0.212996389891697,0.376923076923075,0.796470588235294,0.199173553719008,30289
0.376497695852535,0.280112721417069,0.372924187725632,0.623076923076925,0.589411764705882,0.285123966942149,30290
0.405990783410138,0.195410628019324,0.560409145607702,0.623076923076925,0.504705882352941,0.318181818181818,30387
0.354377880184332,0.308695652173913,0.49410348977136,0.561538461538463,0.730588235294118,0.245454545454545,30388
0.273271889400922,0.501610305958132,0.424548736462094,0.346153846153846,0.551764705882353,0.351239669421488,30389
0.398617511520737,0.319323671497585,0.460529482551143,0.592307692307692,0.664705882352941,0.324793388429752,30390
0.549769585253456,0.240096618357488,0.420216606498195,0.530769230769229,0.288235294117647,0.443801652892562,30487
0.376497695852535,0.341384863123994,0.41179302045728,0.623076923076925,0.702352941176471,0.252066115702479,30488
0.273271889400922,0.302093397745572,0.534055354993983,0.623076923076925,0.438823529411765,0.351239669421488,30489
0.365437788018433,0.393478260869565,0.249338146811071,0.530769230769229,0.589411764705882,0.311570247933884,30490
0.487096774193548,0.386070853462158,0.263658243080626,0.5,0.495294117647059,0.371074380165289,30587
0.398617511520737,0.300644122383253,0.443561973525872,0.653846153846154,0.730588235294118,0.252066115702479,30588
0.335944700460829,0.316022544283414,0.560409145607702,0.684615384615383,0.532941176470588,0.357851239669422,30589
0.317511520737327,0.534621578099839,0.466787003610108,0.561538461538463,0.476470588235294,0.450413223140496,30590
0.391244239631336,0.222544283413849,0.172442839951865,0.5,0.843529411764706,0.126446280991736,30687
0.369124423963134,0.298067632850242,0.405415162454874,0.561538461538463,0.730588235294118,0.238842975206612,30688
0.41705069124424,0.305072463768116,0.607099879663056,0.469230769230771,0.467058823529412,0.404132231404959,30689
0.306451612903226,0.301368760064412,0.610469314079422,0.592307692307692,0.504705882352941,0.384297520661157,30690
0.376497695852535,0.323752012882448,0.317328519855596,0.530769230769229,0.815294117647059,0.172727272727273,30787
0.394930875576037,0.322302737520129,0.524187725631769,0.530769230769229,0.627058823529412,0.331404958677686,30788
0.494470046082949,0.28743961352657,0.579061371841155,0.376923076923075,0.495294117647059,0.404132231404959,30789
0.350691244239631,0.208212560386473,0.545728038507822,0.530769230769229,0.58,0.291735537190083,30790
0.380184331797235,0.303945249597424,0.437184115523466,0.530769230769229,0.730588235294118,0.238842975206612,30887
0.402304147465438,0.365217391304348,0.630445246690734,0.684615384615383,0.655294117647059,0.33801652892562,30888
0.347004608294931,0.34645732689211,0.528279181708785,0.469230769230771,0.777647058823529,0.238842975206612,30889
0.347004608294931,0.301046698872786,0.398676293622142,0.438461538461537,0.598823529411765,0.291735537190083,30890
0.380184331797235,0.268760064412238,0.310709987966306,0.561538461538463,0.711764705882353,0.199173553719008,30987
0.347004608294931,0.295893719806763,0.438628158844765,0.684615384615383,0.768235294117647,0.212396694214876,30988
0.383870967741936,0.303220611916264,0.568712394705174,0.623076923076925,0.674117647058823,0.30495867768595,30989
0.335944700460829,0.298470209339775,0.271841155234657,0.438461538461537,0.542352941176471,0.271900826446281,30990
0.358064516129032,0.298792270531401,0.427316486161252,0.623076923076925,0.711764705882353,0.232231404958678,31087
0.358064516129032,0.356038647342995,0.62647412755716,0.469230769230771,0.457647058823529,0.42396694214876,31088
0.372811059907834,0.386473429951691,0.516125150421179,0.623076923076925,0.711764705882353,0.285123966942149,31089
